Price,Close,High,Low,Open,Volume,EMA_10,EMA_20,EMA_50,RSI,RSI_Signal,MACD,MACD_Signal,MACD_Diff,BB_Middle,BB_Upper,BB_Lower,ATR,ADX,Trend_Strength,Signal
Ticker,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,EURUSD=X,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,
2025-10-13,1.160240888595581,1.1629664897918701,1.1559356451034546,1.160240888595581,0,1.166215302127253,1.169010986184992,1.1693584181784438,27.604427028741284,1,-0.0023784946964056086,-0.0003372067284976019,-0.0020412879679080065,1.172626829147339,1.1878728612593892,1.1573807970352887,0.008034169673919678,13.436710152649633,False,0
2025-10-14,1.1566845178604126,1.160725712776184,1.154521107673645,1.1566845178604126,0,1.1644824322605547,1.1678370368207462,1.1688614024796975,23.415915204910377,1,-0.003034137004637838,-0.0008765927837256491,-0.0021575442209121887,1.1716423690319062,1.1883430274776767,1.1549417105861357,0.007868409156799316,14.957644507427762,False,0
2025-10-15,1.1602274179458618,1.1648223400115967,1.1602543592453003,1.1602274179458618,0,1.163708793294247,1.1671123112136146,1.1685228148509197,33.49463182766577,0,-0.0032306153076373523,-0.0013473972885079898,-0.0018832180191293625,1.17029669880867,1.186049489362811,1.154543908254529,0.007403007575443813,15.169067773556549,False,0
2025-10-16,1.1646324396133423,1.1678286790847778,1.1643340587615967,1.1646324396133423,0,1.1638767289886278,1.1668761329659696,1.168370251116113,47.91166179433194,0,-0.002996337431297791,-0.0016771853170659502,-0.0013191521142318407,1.1693966150283814,1.1842104309195216,1.1545827991372413,0.007336590971265521,14.98474803832931,False,0
2025-10-17,1.1699601411819458,1.1728416681289673,1.165813684463501,1.1699601411819458,0,1.1649828039328674,1.1671698480341577,1.1684325997461458,48.924825408518814,0,-0.0023536382585356286,-0.001812475905359886,-0.0005411623531757425,1.1689393103122712,1.1830385204494875,1.1548401001750548,0.007264912128448486,15.026873335911404,False,0
2025-10-20,1.165745735168457,1.1676785945892334,1.1645375490188599,1.165745735168457,0,1.1651215187029746,1.1670342182374243,1.1683272325078051,41.197195084589985,0,-0.0021594688649002602,-0.0018818744972679611,-0.0002775943676322991,1.1685418426990508,1.1825242647236454,1.1545594206744563,0.0072863953454153875,15.509088777736922,False,0
2025-10-21,1.164442539215088,1.1656370162963867,1.1598505973815918,1.164442539215088,0,1.1649980678869951,1.1667873916638682,1.1681748915943653,39.34122748498999,0,-0.002086691166851784,-0.0019228378311847258,-0.0001638533356670582,1.1677585661411285,1.180731573097377,1.15478555918488,0.0072648610387529644,16.75270205193977,False,0
2025-10-22,1.160038948059082,1.1616560220718384,1.1577692031860352,1.160038948059082,0,1.1640964097364654,1.1661446827491266,1.1678558349851387,35.81344035141879,0,-0.0023571752715170202,-0.002009705319251185,-0.0003474699522658352,1.166688185930252,1.178374769178021,1.155001602682483,0.007216402462550572,17.814098800000316,False,0
2025-10-23,1.1608469486236572,1.1621150970458984,1.1586410999298096,1.1608469486236572,0,1.1635055986250458,1.165640136641939,1.167580976696453,37.597312884213196,0,-0.0024777747355873014,-0.0021033192025184085,-0.00037445553306889295,1.1660071790218354,1.1773679650352502,1.1546463930084205,0.007175283772604806,18.625718582514942,False,0
2025-10-24,1.1618045568466187,1.164768099784851,1.1601735353469849,1.1618045568466187,0,1.1631963183016953,1.1652748433280993,1.1673544504278321,39.89318949041743,0,-0.00246763434651065,-0.0021761822313168568,-0.0002914521151937931,1.1657836079597472,1.1772970831707725,1.154270132748722,0.006949748311723981,17.490420681261504,False,0
2025-10-27,1.1631693840026855,1.164958119392395,1.1618720293045044,1.1631693840026855,0,1.1631914211564207,1.1650743233923457,1.1671903301758655,41.7900113818344,0,-0.0023226933073312583,-0.002205484446519737,-0.00011720886081152118,1.1654009222984314,1.1767162056547544,1.1540856389421084,0.006765467779976981,16.21772654150613,False,0
2025-10-28,1.165175199508667,1.1668611764907837,1.1627906560897827,1.165175199508667,0,1.1635521081295563,1.1650839306415193,1.1671113054438185,49.67817626038662,0,-0.002022657999151134,-0.002168919157046017,0.0001462611578948829,1.165002465248108,1.1757148225245964,1.1542901079716195,0.006294310092926025,14.8775190642618,False,0
